Boyut_Bayt,Sifir_Orani,Ortalama_Entropi,Toplam_API,Supheli_API,Etiket
7168,53.31,2.95,0,0,0
77480,20.7,2.855,1,0,0
32840,33.38,1.557,0,0,0
1603384,17.05,5.094,329,2,0
69896,22.41,3.869,175,1,0
320944,14.85,4.725,92,0,0
19328,18.95,3.02,1,0,0
36864,25.72,2.693,1,0,0
82160,17.5,2.988,1,0,0
5777336,16.66,5.59,2888,1,0
89424,21.96,2.55,1,0,0
5632,51.67,2.539,1,0,0
16184,18.54,2.707,1,0,0
52256,26.74,3.343,1,0,0
89440,42.47,2.395,73,0,0
812880,66.25,0.593,0,0,0
327744,18.93,4.977,539,1,0
157480,22.94,5.155,0,0,0
349328,16.74,2.907,1,0,0
19752,19.63,2.647,1,0,0
17208,18.9,2.803,1,0,0
22176,19.76,2.922,1,0,0
28200,26.6,2.916,1,0,0
201472,22.44,4.155,0,0,0
16224,16.32,2.705,0,0,0
7168,46.65,2.706,1,0,0
16816,20.32,2.762,1,0,0
4608,57.31,2.562,1,0,0
99168,17.96,3.085,1,0,0
1291592,6.65,3.721,87,1,0
15160,19.25,2.662,1,0,0
331776,20.46,3.307,147,1,0
51024,35.04,3.26,0,0,0
1294336,11.17,4.306,181,1,0
112424,27.63,3.853,0,0,0
17744,17.41,2.791,1,0,0
35328,28.84,2.796,1,0,0
62816,9.56,2.786,1,0,0
27872,11.8,2.809,1,0,0
22104,51.6,1.044,0,0,0
280064,24.45,2.853,1,0,0
75240,51.11,2.12,28,0,0
24768,12.8,4.131,0,0,0
90880,38.06,1.703,43,1,0
20944,49.51,1.954,0,0,0
22224,15.47,2.717,1,0,0
5632,53.64,2.503,1,0,0
3478344,16.69,3.944,148,1,0
28672,51.47,2.765,0,0,0
35112,17.92,2.699,1,0,0
10752,50.98,3.048,0,0,0
72704,29.26,2.838,1,0,0
48896,19.91,2.845,1,0,0
17280,19.17,2.714,1,0,0
368640,26.97,3.154,237,2,0
102400,46.75,2.611,65,0,0
52152,21.02,2.922,49,1,0
749056,23.04,2.839,1,0,0
588288,14.98,3.385,289,1,0
31896,9.96,2.727,1,0,0
56760,16.11,3.817,57,1,0
487864,14.68,5.214,542,1,0
261992,35.6,4.313,51,1,0
282624,29.11,3.554,161,1,0
15656,18.06,2.77,1,0,0
1482576,27.8,2.887,1,0,0
86064,22.11,2.992,1,0,0
22992,47.32,1.547,0,0,0
35840,28.45,2.873,1,0,0
1296816,17.09,5.128,0,0,0
16208,18.98,2.756,1,0,0
28456,22.43,2.374,1,0,0
150016,22.39,4.675,120,1,0
124408,34.4,3.336,136,0,0
317736,50.78,3.652,0,0,0
32848,33.29,1.593,0,0,0
355272,19.51,4.426,102,1,0
83752,32.04,3.298,0,0,0
18944,36.16,2.663,1,0,0
239400,21.58,3.778,0,0,0
21696,15.84,2.61,1,0,0
37216,14.86,2.86,1,0,0
14136,19.36,2.474,1,0,0
2560,63.71,2.77,0,0,0
243496,21.54,4.366,0,0,0
18232,19.33,2.709,1,0,0
8595768,22.4,5.104,79,0,0
513976,28.04,2.726,1,0,0
887648,24.99,3.37,1,0,0
16312,20.64,2.149,1,0,0
31008,54.94,1.253,0,0,0
86016,33.87,2.467,99,1,0
30072,16.29,3.051,1,0,0
556664,16.72,5.551,0,0,0
19808,18.93,2.773,1,0,0
20832,19.39,2.736,1,0,0
27120,10.91,2.787,1,0,0
862472,11.56,4.022,0,0,0
42528,20.85,3.013,1,0,0
1086464,13.22,4.623,99,1,0
21808,49.77,1.549,0,0,0
15392,17.89,2.891,1,0,0
4096,54.15,2.803,1,0,0
93624,17.16,4.545,108,1,0
30048,20.33,2.747,1,0,0
51464,18.39,2.698,1,0,0
345080,10.19,5.754,108,1,0
1374776,28.61,2.857,1,0,0
20992,36.08,2.688,1,0,0
48056,21.62,3.015,1,0,0
256424,13.83,2.813,1,0,0
15144,18.3,2.82,1,0,0
27872,11.59,2.752,1,0,0
64808,21.61,2.712,1,0,0
1143148,13.14,3.911,46,0,0
91944,24.0,5.321,0,0,0
152888,15.19,3.252,1,0,0
18944,51.96,2.945,0,0,0
1956136,19.18,4.58,224,2,0
31390648,0.4,5.352,147,1,0
15712,18.25,2.815,1,0,0
699320,15.15,5.416,452,1,0
92512,27.73,2.886,1,0,0
26856,10.69,2.865,1,0,0
138752,25.23,2.867,1,0,0
26632,11.63,2.672,1,0,0
2020616,13.71,3.813,214,1,0
28608,28.84,2.599,1,0,0
312672,12.99,4.601,19,0,0
84240,30.77,3.533,0,0,0
54520,19.39,2.239,1,0,0
374200,18.71,4.998,114,0,0
33176528,17.46,4.166,241,1,0
19240,20.08,2.751,1,0,0
72192,26.53,2.835,1,0,0
23040,27.48,2.691,1,0,0
9728,45.95,2.409,1,0,0
512000,35.02,2.76,247,1,0
18808,19.77,2.827,1,0,0
616248,16.08,5.743,0,0,0
4608,57.16,2.593,1,0,0
17208,19.5,2.755,1,0,0
87376,19.91,2.393,1,0,0
14648,19.68,2.524,1,0,0
236856,11.91,2.949,1,0,0
64232,17.96,2.708,1,0,0
14336,27.9,2.609,1,0,0
1033728,26.06,2.838,1,0,0
46888,42.11,2.537,0,0,0
123320,13.52,4.547,34,0,0
419488,18.69,2.649,1,0,0
78264,16.54,4.386,93,1,0
16224,17.6,2.842,1,0,0
90936,18.16,4.256,55,0,0
34600,15.71,2.813,1,0,0
100176,30.42,3.579,0,0,0
182200,25.14,2.198,1,0,0
17072,20.2,2.622,1,0,0
43520,31.49,2.74,1,0,0
5632,55.82,2.42,1,0,0
38074368,14.02,5.215,351,2,0
15984,21.65,2.296,0,0,0
8210432,17.77,4.735,313,2,0
73512,21.19,2.991,1,0,0
23040,48.88,2.98,0,0,0
128296,17.93,2.686,1,0,0
36130832,27.58,4.461,243,2,0
25992,18.76,2.837,1,0,0
19256,25.59,2.498,0,0,0
52184,29.35,3.119,90,2,0
6793088,46.99,2.942,208,1,0
31888,9.82,2.748,1,0,0
91568,22.56,2.819,1,0,0
399200,18.02,3.064,1,0,0
63448,44.46,1.666,32,1,0
68920,12.0,2.985,1,0,0
350648,16.44,5.275,383,1,0
236032,27.39,2.815,1,0,0
6656,51.43,2.983,0,0,0
71128,48.31,2.295,33,0,0
1253216,27.04,2.913,1,0,0
30456,11.98,2.81,1,0,0
12800,52.53,2.28,27,1,0
55808,28.42,2.791,1,0,0
36960,25.1,2.856,0,0,0
84264,18.21,2.73,1,0,0
16736,17.99,2.754,1,0,0
44032,53.87,2.895,0,0,0
56232,21.11,2.731,1,0,0
21288,18.98,2.783,1,0,0
26976,33.08,2.928,0,0,0
116664,17.89,4.958,125,1,0
2666656,2.05,3.591,1,0,0
15656,20.29,2.716,1,0,0
196920,19.1,3.084,1,0,0
28424,12.44,2.617,1,0,0
40736,20.72,3.826,25,0,0
56056,13.47,4.18,0,0,0
126904,28.41,2.984,1,0,0
76128,21.95,2.977,1,0,0
119440,19.19,4.101,208,1,0
5632,39.88,3.038,1,0,0
55096,23.63,2.733,1,0,0
15536,17.05,2.862,1,0,0
71416,21.03,2.739,1,0,0
6144,49.1,2.67,1,0,0
36928,27.54,2.85,0,0,0
1774008,13.94,5.432,1123,1,0
41136,21.96,4.106,0,0,0
31744,49.0,2.92,0,0,0
28000,14.26,2.902,1,0,0
5316048,23.35,4.221,589,0,0
5632,52.47,3.036,0,0,0
5120,57.62,2.454,1,0,0
18728,19.21,2.977,1,0,0
15184,19.72,2.642,1,0,0
55560,38.71,2.71,0,0,0
241152,24.44,3.092,1,0,0
319624,18.45,2.945,1,0,0
22328,21.26,2.622,1,0,0
34088,30.72,2.493,1,0,0
212656,19.32,5.204,0,0,0
374072,20.14,3.004,1,0,0
111544,16.29,4.673,89,1,0
151552,38.15,2.509,98,0,0
29608,15.99,2.637,1,0,0
948536,14.16,5.782,0,0,0
1445488,20.48,3.744,230,2,0
54512,16.93,3.096,1,0,0
17208,17.22,2.96,1,0,0
11264,50.73,2.835,0,0,0
58488,23.06,2.959,1,0,0
909240,12.56,5.556,598,1,0
182840,21.09,4.46,173,1,0
4608,55.19,2.646,1,0,0
1592440,17.16,4.982,169,1,0
58296,22.93,3.008,1,0,0
151848,19.09,4.149,1,0,0
170424,21.41,4.666,99,0,0
192392,17.01,4.265,0,0,0
113464,18.8,2.733,1,0,0
896536,3.76,4.807,112,1,0
232888,17.78,4.551,273,0,0
14336,53.84,2.929,0,0,0
4608,54.49,2.44,1,0,0
276264,16.96,4.685,0,0,0
160096,29.13,4.125,0,0,0
24576,86.71,1.101,0,0,0
145232,25.53,3.769,0,0,0
10678088,13.79,3.965,173,2,0
5632,41.28,2.973,1,0,0
23352,13.26,2.966,1,0,0
104000,20.89,4.549,419,1,0
237368,14.11,2.965,1,0,0
16208,19.49,2.693,1,0,0
21280,14.26,2.828,1,0,0
872992,16.67,5.596,189,1,0
822784,14.96,4.278,253,1,0
159544,21.2,2.99,1,0,0
168080,23.85,4.725,290,1,0
77152,7.26,3.582,1,0,0
451952,18.28,3.055,1,0,0
5632,51.15,2.569,1,0,0
27912,11.8,2.801,1,0,0
46664,17.13,4.131,61,1,0
822616,17.78,3.328,1,0,0
3072,62.14,2.796,0,0,0
14336,52.43,2.905,0,0,0
223200,17.29,4.273,98,2,0
349744,25.88,4.209,90,0,0
2199552,17.92,4.353,395,1,0
58096,33.08,2.722,0,0,0
21816,19.78,2.951,1,0,0
3072,61.59,2.822,0,0,0
44805080,26.81,4.048,271,2,0
96040,28.75,3.923,0,0,0
17344,19.29,2.79,1,0,0
253240,19.85,3.031,1,0,0
3072,54.17,3.002,0,0,0
86740,22.08,3.478,80,0,0
22112,20.02,2.874,1,0,0
64000,24.75,4.931,145,1,0
16656,18.52,2.775,1,0,0
91704,45.42,2.081,75,1,0
4608,58.05,2.547,1,0,0
35840,28.3,2.877,1,0,0
28760,20.71,3.087,1,0,0
41768,21.32,2.632,1,0,0
26314352,13.7,4.451,254,2,0
177504,18.49,3.648,232,3,0
5120,56.07,2.551,1,0,0
4608,54.49,2.647,1,0,0
221968,18.95,4.294,598,1,0
1898416,17.43,5.038,126,2,0
38032,26.11,2.89,0,0,0
23416,27.3,2.988,43,0,0
131072,29.64,2.671,130,1,0
26960,21.62,2.325,1,0,0
26464,20.23,2.742,1,0,0
256808,17.09,2.709,1,0,0
92160,35.11,2.82,0,0,0
330240,23.02,4.543,119,1,0
160616,19.93,3.139,1,0,0
57344,52.45,1.884,112,0,0
70144,30.75,2.77,1,0,0
189368,27.08,4.823,238,1,0
145200,21.94,2.911,1,0,0
16208,18.48,2.881,1,0,0
397608,18.9,2.639,1,0,0
550912,26.39,3.117,1,0,0
23376,22.3,2.524,1,0,0
16208,19.67,2.683,1,0,0
111544,16.11,4.608,99,1,0
288768,20.34,4.469,90,0,0
100352,29.38,2.694,1,0,0
459192,16.18,5.393,361,1,0
31688,16.02,3.093,1,0,0
64824,9.11,2.597,1,0,0
5761624,13.33,3.954,172,2,0
608504,18.6,5.621,126,2,0
876544,21.8,3.454,197,1,0
379152,21.55,2.642,1,0,0
25936,12.58,2.686,1,0,0
29992,17.65,2.824,1,0,0
2560,62.15,2.822,0,0,0
14848,51.88,2.771,0,0,0
50984,33.13,3.676,0,0,0
30864,26.6,3.417,60,1,0
418680,22.01,2.998,1,0,0
288256,55.02,4.013,0,0,0
71560,33.39,2.105,1,0,0
15656,17.37,2.891,1,0,0
574904,16.05,5.249,121,0,0
109040,17.32,3.621,42,0,0
24600,21.98,2.844,1,0,0
790528,51.44,2.45,146,0,0
40960,73.58,1.277,15,0,0
40880,19.8,2.752,1,0,0
10715576,13.59,5.424,2047,1,0
25384,21.45,2.755,1,0,0
3072,58.59,2.926,0,0,0
58368,20.58,3.768,73,1,0
77624,21.43,3.131,1,0,0
21232,14.46,2.758,1,0,0
16320,15.13,4.079,0,0,0
94752,21.38,4.81,65,1,0
14720,20.67,2.696,1,0,0
13624,16.96,2.673,1,0,0
67368,19.76,2.832,1,0,0
649776,16.56,5.272,44,1,0
84304,22.99,3.127,1,0,0
7680,45.17,2.594,1,0,0
26032,38.87,2.122,29,0,0
862032,11.67,4.085,0,0,0
259512,34.3,4.006,166,0,0
1820672,28.7,2.737,1,0,0
102400,43.38,2.028,103,1,0
14768,15.96,2.438,1,0,0
28040,19.13,2.832,1,0,0
26176,21.23,2.646,1,0,0
27192,25.76,2.969,43,1,0
299784,19.79,4.869,0,0,0
106792,23.72,2.672,1,0,0
13824,42.82,3.203,0,0,0
3584,64.01,2.698,0,0,0
308008,19.32,2.718,1,0,0
1180072,20.44,4.16,220,4,0
918016,40.61,2.338,1,0,0
33576,24.08,2.309,1,0,0
16384,49.29,3.024,0,0,0
8784496,16.8,5.214,354,1,0
61352,16.94,3.297,65,1,0
24576,88.8,0.976,0,0,0
290304,19.44,3.639,0,0,0
77824,42.04,2.065,94,1,0
202680,16.53,5.081,208,1,0
26544,16.65,2.61,1,0,0
26032,16.25,2.64,1,0,0
15144,19.8,2.602,1,0,0
43872,12.62,2.769,1,0,0
1475464,13.48,5.06,127,1,0
192512,29.32,3.024,144,1,0
28968,21.95,2.969,1,0,0
124344,5.82,2.757,1,0,0
128424,32.4,2.079,105,1,0
3072,55.5,3.014,0,0,0
4608,58.53,2.539,1,0,0
497720,20.98,3.904,141,1,0
22912,21.73,2.975,1,0,0
3072,53.78,3.025,0,0,0
4608,56.34,2.601,1,0,0
212992,35.25,2.385,143,1,0
115368,11.27,3.276,65,0,0
25440,16.75,3.25,1,0,0
11776,27.38,2.669,1,0,0
103864,17.5,4.845,127,1,0
17944,20.3,2.795,1,0,0
737160,28.11,3.026,1,0,0
59392,40.84,3.227,0,0,0
54112,24.78,2.961,1,0,0
60752,22.82,2.854,1,0,0
21192,14.43,2.75,1,0,0
6144,40.3,3.29,1,0,0
25384,20.96,2.789,1,0,0
172032,26.46,3.746,306,1,0
4608,56.94,2.613,1,0,0
75184,21.25,2.743,1,0,0
15712,15.91,3.044,1,0,0
208288,15.64,4.916,95,1,0
118072,45.11,3.556,0,0,0
66312,20.88,2.962,1,0,0
77576,14.33,2.815,1,0,0
73784,20.67,2.804,1,0,0
28866616,13.44,4.021,180,1,0
304640,53.78,2.08,0,0,0
147456,29.58,2.683,157,1,0
130912,12.02,3.116,1,0,0
19240,19.72,2.804,1,0,0
181888,21.85,3.96,87,1,0
834584,47.87,4.104,0,0,0
9216,40.0,3.017,1,0,0
45056,71.57,1.398,35,0,0
15672,18.49,2.889,1,0,0
5120,56.89,2.459,1,0,0
45072,22.87,2.964,1,0,0
15696,17.97,2.875,1,0,0
21936,41.52,2.749,0,0,0
26920,20.69,2.846,1,0,0
831208,14.69,4.947,150,1,0
27360,12.08,2.771,1,0,0
16168,18.1,2.922,1,0,0
35328,42.85,3.346,0,0,0
151552,33.17,2.175,161,1,0
3072,54.0,3.014,0,0,0
1480936,24.26,2.292,1,0,0
25384,21.27,2.776,1,0,0
21192,14.6,2.73,1,0,0
34216,25.34,3.319,90,1,0
131464,15.99,3.263,1,0,0
5120,53.54,2.571,1,0,0
14848,48.3,2.335,27,1,0
314296,12.52,4.034,205,0,0
28456,20.13,2.955,1,0,0
34088,19.63,3.028,1,0,0
72944,14.01,2.871,1,0,0
2091128,28.21,2.81,1,0,0
16168,17.08,2.857,1,0,0
268088,19.32,4.875,0,0,0
22888,40.01,2.751,0,0,0
910816,19.33,3.694,430,0,0
16296,18.53,2.618,1,0,0
4096,62.26,2.248,1,0,0
3072,53.94,2.977,0,0,0
15696,19.79,2.614,1,0,0
3623736,28.45,4.064,342,2,0
15712,20.91,3.726,0,0,0
5437640,13.69,3.662,217,2,0
1820672,28.7,2.737,1,0,0
31264,21.57,2.604,1,0,0
5120,56.15,2.489,1,0,0
84776,23.0,2.625,1,0,0
18216,17.33,2.817,1,0,0
22888,49.37,1.157,0,0,0
14648,16.94,2.897,1,0,0
20912,19.05,2.707,1,0,0
165712,23.6,4.189,0,0,0
413960,17.07,4.702,113,1,0
2087864,17.73,5.168,681,1,0
78848,31.16,2.609,0,0,0
895936,25.6,2.984,1,0,0
15632,19.45,2.581,1,0,0
38008,15.7,3.219,0,0,0
169472,23.47,2.956,1,0,0
99840,57.19,3.716,0,0,0
65760,22.84,2.906,1,0,0
194616,20.67,4.312,52,1,0
29960,12.33,2.957,1,0,0
535008,24.21,4.432,207,1,0
75704,27.47,2.692,1,0,0
111544,17.53,4.816,118,1,0
32016,34.57,3.446,0,0,0
28672,28.62,2.963,1,0,0
83256,29.14,2.69,1,0,0
61240,15.61,2.767,1,0,0
65536,48.77,1.835,61,1,0
3717120,16.03,5.495,116,0,0
118568,27.5,2.885,1,0,0
57344,68.2,1.578,17,0,0
1115880,14.46,5.174,218,1,0
3538792,18.5,3.894,455,1,0
183816,23.63,4.78,133,1,0
4608,58.14,2.541,1,0,0
4608,58.31,2.539,1,0,0
3249592,11.51,5.011,814,1,0
24736,22.82,2.503,1,0,0
8192,50.07,2.994,0,0,0
29912,16.32,3.019,1,0,0
2002944,22.03,3.528,147,1,0
330792,20.45,3.105,1,0,0
255288,12.19,2.91,1,0,0
23352,13.92,2.784,1,0,0
20408,23.12,3.041,25,1,0
76072,31.21,3.684,0,0,0
3584,59.88,2.839,0,0,0
1580592,3.25,2.732,1,0,0
387512,14.77,5.151,330,1,0
22716080,4.88,4.158,186,2,0
26672,23.03,3.317,11,0,0
34240,20.88,2.938,1,0,0
4608,56.4,2.64,1,0,0
14392,17.7,2.895,0,0,0
1076224,20.87,2.691,166,4,0
90464,4.89,2.72,1,0,0
39424,37.87,2.503,1,0,0
425984,19.36,3.041,174,1,0
204856,4.06,2.706,1,0,0
22952,45.38,1.937,0,0,0
26456,11.04,2.94,1,0,0
410552,18.23,5.389,427,1,0
51200,50.89,2.771,0,0,0
16696,18.15,2.87,1,0,0
20320,16.34,3.015,1,0,0
1509200,17.99,5.573,0,0,0
2771728,33.8,4.574,237,1,0
35640,23.69,4.232,0,0,0
15160,18.98,2.734,1,0,0
16680,19.34,2.792,1,0,0
110416,22.69,2.945,1,0,0
204800,27.91,2.732,121,1,0
23480,22.2,3.444,34,1,0
16680,17.13,3.056,1,0,0
123944,21.95,3.029,1,0,0
132024,16.96,4.876,185,1,0
78848,43.97,3.286,0,0,0
94384,22.46,4.723,0,0,0
324360,18.41,3.159,1,0,0
82784,20.06,3.04,1,0,0
17192,19.64,2.892,1,0,0
33456,21.32,3.765,0,0,0
51064,27.38,4.197,0,0,0
28456,18.46,3.011,1,0,0
36664,18.1,2.658,1,0,0
335792,25.43,4.844,114,1,0
14848,30.98,4.245,0,0,0
8558376,15.96,5.724,0,0,0
212776,20.76,2.653,1,0,0
14848,34.16,2.841,1,0,0
417728,17.78,5.199,133,0,0
50744,14.88,3.186,1,0,0
20480,88.05,1.282,0,0,0
91944,29.98,3.882,0,0,0
421608,12.91,3.015,1,0,0
17208,21.22,3.686,0,0,0
61408,19.21,3.763,48,0,0
13824,36.39,2.751,1,0,0
4201848,19.17,3.981,240,1,0
142288,21.45,3.672,96,0,0
19752,20.85,2.778,1,0,0
50928,17.48,2.933,1,0,0
7680,41.37,2.73,1,0,0
18040,19.13,2.714,1,0,0
31912,9.87,2.748,1,0,0
229496,21.67,3.038,1,0,0
382904,17.41,5.223,370,1,0
14306232,13.47,5.525,4057,0,0
155648,29.66,2.431,128,1,0
19240,18.82,2.9,1,0,0
32840,34.36,1.251,0,0,0
3584,57.59,2.991,0,0,0
18216,19.18,2.924,1,0,0
154976,22.31,4.762,116,0,0
16656,19.46,2.773,1,0,0
30720,48.57,2.935,0,0,0
3584,58.31,2.914,0,0,0
33280,27.71,2.877,1,0,0
22216,15.66,2.671,1,0,0
266240,23.83,2.537,162,1,0
716800,16.67,4.412,219,2,0
4608,59.16,2.502,1,0,0
51496,20.08,3.102,1,0,0
19240,18.37,2.913,1,0,0
63416,16.29,4.534,61,1,0
24608,20.0,5.308,0,0,0
348728,22.01,3.045,1,0,0
736184,18.24,5.289,647,1,0
285184,19.34,3.367,0,0,0
957368,17.89,5.218,650,1,0
83440,16.57,2.754,1,0,0
100352,29.38,2.694,1,0,0
164824,30.67,3.576,92,0,0
54784,23.79,2.745,1,0,0
43448,52.31,1.648,28,0,0
94696,21.53,3.024,1,0,0
14864,19.27,2.699,1,0,0
90112,47.25,2.513,49,0,0
29016,38.57,1.64,1,0,0
135168,28.91,2.283,30,1,0
22584,50.13,1.149,0,0,0
118272,34.54,4.139,0,0,0
5120,53.73,2.595,1,0,0
34600,45.0,2.396,0,0,0
139264,28.97,2.649,123,0,0
9525272,17.27,4.687,212,2,0
17920,51.96,2.919,0,0,0
31472,14.42,2.586,1,0,0
234280,27.63,2.747,1,0,0
2775224,21.23,3.985,575,2,0
24145872,12.63,5.206,232,2,0
27488,17.35,3.324,1,0,0
22880,28.67,3.64,0,0,0
285096,29.56,2.573,99,0,0
2856992,24.65,3.541,249,1,0
287496,30.12,2.795,1,0,0
16680,19.34,2.792,1,0,0
5120,58.44,2.449,1,0,0
42832,21.02,2.634,1,0,0
459264,17.87,4.205,194,1,0
145336,14.79,4.478,83,1,0
4409704,19.61,4.141,491,1,0
103848,37.35,2.057,113,1,0
733512,25.34,2.943,1,0,0
10240,39.08,2.717,1,0,0
16648,18.3,2.698,1,0,0
321800,18.54,2.716,1,0,0
62776,22.03,2.705,1,0,0
14648,17.17,2.872,1,0,0
166160,29.99,3.788,0,0,0
31968,9.71,2.828,1,0,0
32768,84.53,1.218,22,0,0
16736,19.98,2.782,1,0,0
15632,17.87,2.724,1,0,0
42792,21.09,2.596,1,0,0
180224,35.02,2.562,206,0,0
110592,29.45,2.036,26,0,0
82768,12.23,2.82,1,0,0
26872,10.42,2.989,1,0,0
24576,30.89,3.306,1,0,0
20304,21.28,2.719,1,0,0
186800,14.68,5.022,96,1,0
48640,50.45,2.917,0,0,0
13688,19.48,2.779,1,0,0
58296,22.93,3.008,1,0,0
31728,11.39,2.765,1,0,0
482288,17.48,4.725,78,1,0
396288,17.06,4.25,102,1,0
32768,73.53,1.291,12,0,0
16696,18.79,2.781,1,0,0
871176,10.53,5.089,0,0,0
53096,7.87,4.383,0,0,0
81704,19.19,2.657,1,0,0
3072,58.4,2.939,0,0,0
22568,21.36,2.903,1,0,0
75576,19.77,2.718,1,0,0
5120,56.86,2.481,1,0,0
24328,22.83,2.573,1,0,0
18232,16.44,2.819,1,0,0
385456,22.11,3.122,1,0,0
21840,20.41,2.352,1,0,0
1247504,17.55,5.101,0,0,0
133296,19.24,4.705,0,0,0
744888,16.33,5.477,446,1,0
3072,57.03,2.943,0,0,0
133392,24.86,3.984,0,0,0
20776,20.1,2.801,1,0,0
5120,56.52,2.475,1,0,0
215896,25.68,2.486,166,1,0
111416,21.34,4.697,50,1,0
1220608,17.29,3.893,277,1,0
106848,22.07,3.057,1,0,0
18312,20.31,3.038,1,0,0
151552,38.15,2.509,98,0,0
1517352,16.56,6.334,0,0,0
131832,26.04,3.826,0,0,0
120680,20.23,5.435,104,1,0
86688,18.13,4.961,50,1,0
22328,15.48,2.739,1,0,0
661456,19.24,4.518,206,1,0
5120,54.43,2.553,1,0,0
1490592,33.88,4.972,137,1,0
602496,24.52,4.697,128,1,0
31216,12.4,2.714,1,0,0
5120,56.39,2.832,0,0,0
977720,20.24,4.697,242,1,0
122880,35.5,2.975,144,1,0
12800,56.87,2.249,27,1,0
16680,18.51,2.815,1,0,0
14078976,16.15,5.829,0,0,0
51024,39.23,2.855,0,0,0
19768,17.94,2.874,1,0,0
18216,18.75,2.967,1,0,0
5632,50.99,2.668,1,0,0
28552,19.25,2.825,1,0,0
167352,16.81,4.996,291,1,0
253432,23.6,2.944,121,1,0
222048,24.26,3.567,162,2,0
16720,18.5,2.777,1,0,0
33280,53.05,2.706,0,0,0
22056,51.82,1.043,0,0,0
1446240,15.94,4.338,211,2,0
16224,18.91,2.608,1,0,0
269112,27.62,2.749,1,0,0
37904,22.97,2.931,1,0,0
65536,61.88,2.103,52,0,0
358712,20.78,4.9,0,0,0
2077448,16.28,5.669,0,0,0
31728,12.12,2.7,1,0,0
5632,51.44,2.584,1,0,0
54712,15.77,3.804,48,1,0
21232,14.65,2.746,1,0,0
21205432,14.98,5.767,610,3,0
13312,26.45,2.621,1,0,0
974848,28.63,3.338,0,0,0
187200,16.71,4.416,21,0,0
18256,18.85,2.726,1,0,0
21232,14.57,2.743,1,0,0
18432,31.28,3.279,0,0,0
54608,20.56,3.064,1,0,0
442400,18.63,3.089,1,0,0
18784,19.73,2.896,1,0,0
30520,18.84,2.789,1,0,0
11776,28.41,2.571,1,0,0
52688,23.5,2.878,64,0,0
118712,17.57,5.014,216,1,0
4608,56.08,2.651,1,0,0
18344,18.49,2.718,1,0,0
260624,19.72,3.85,180,1,0
5120,53.87,2.556,1,0,0
4608,65.56,2.187,1,0,0
4741488,17.46,3.348,131,2,0
41984,51.03,2.751,0,0,0
12752,15.17,2.925,0,0,0
1890744,27.89,3.016,1,0,0
18744,19.04,2.942,1,0,0
30032,18.61,2.392,1,0,0
20792,21.02,2.951,1,0,0
21264,19.32,4.447,0,0,0
20944,44.06,2.731,0,0,0
5120,57.3,2.458,1,0,0
16768,22.23,2.732,1,0,0
173528,34.72,3.059,47,0,0
20264,19.55,2.874,1,0,0
2211840,27.21,2.801,1,0,0
22824,19.08,2.761,1,0,0
16184,18.63,2.745,1,0,0
16184,18.02,2.89,1,0,0
5632,51.44,2.584,1,0,0
27952,19.76,2.946,1,0,0
36864,32.1,2.761,1,0,0
58208,11.28,3.008,1,0,0
16184,18.72,2.678,1,0,0
63488,25.77,3.116,1,0,0
7887912,37.71,4.996,110,1,0
31048,26.47,2.95,39,0,0
79696,16.0,3.242,1,0,0
94677552,17.79,4.096,177,1,0
144816,25.3,4.061,126,1,0
15184,19.51,2.633,1,0,0
34584,24.92,3.899,81,1,0
211280,21.0,2.869,1,0,0
145200,21.94,2.911,1,0,0
26856,12.08,2.592,1,0,0
12063704,15.92,5.086,410,1,0
22328,22.47,4.089,27,0,0
98304,35.64,2.435,90,1,0
177544,13.27,3.159,1,0,0
39736,19.43,2.995,1,0,0
411944,22.17,2.996,1,0,0
81168,13.45,2.897,1,0,0
93696,24.69,2.805,1,0,0
74000,19.0,2.833,1,0,0
366080,22.21,3.131,1,0,0
675840,25.46,3.143,423,2,0
342968,17.27,5.323,523,1,0
47440,23.19,2.686,1,0,0
67144,56.0,1.79,18,0,0
27640,11.5,2.888,1,0,0
19768,17.95,2.784,1,0,0
18824,19.45,2.9,1,0,0
151552,31.4,2.196,142,1,0
228424,27.33,1.995,0,0,0
614328,13.03,5.315,175,1,0
58152,21.67,2.98,1,0,0
138232,25.92,2.881,1,0,0
81840,21.43,4.363,20,0,0
718424,16.67,3.678,148,2,0
6656,39.02,2.98,1,0,0
46888,41.98,2.711,0,0,0
65536,60.55,2.062,50,0,0
19792,18.58,2.87,1,0,0
20872,19.39,2.737,1,0,0
19296,21.18,2.696,1,0,0
143429,5.47,3.086,24,0,0
75768,23.55,3.055,1,0,0
70216,16.68,3.204,1,0,0
24144,19.85,2.989,1,0,0
67496,23.39,2.754,1,0,0
5632,55.06,2.441,1,0,0
259360,23.16,3.181,1,0,0
32768,69.76,1.597,36,0,0
234296,12.02,2.965,1,0,0
551976,21.05,4.109,169,0,0
380576,15.91,5.659,0,0,0
16736,18.8,2.699,1,0,0
611880,19.3,5.256,208,2,0
46888,36.6,2.734,0,0,0
29440,12.93,2.696,1,0,0
2017120,30.57,3.814,0,0,0
34504,8.4,2.945,1,0,0
21816,19.37,3.068,1,0,0
338904,17.91,5.323,136,1,0
77824,58.7,2.183,27,0,0
54112,10.29,3.745,1,0,0
16896,52.78,2.841,0,0,0
45216,21.4,4.497,0,0,0
89992,22.2,2.715,1,0,0
