Boyut_Bayt,Sifir_Orani,Ortalama_Entropi,Toplam_API,Supheli_API,Etiket
27632,11.38,2.878,1,0,0
59688,21.34,2.776,1,0,0
191648,17.25,5.464,0,0,0
23336,19.94,2.707,1,0,0
174496,23.22,2.822,1,0,0
24576,89.52,0.935,0,0,0
233472,26.11,3.219,227,1,0
15656,19.28,2.794,1,0,0
478008,21.17,2.945,1,0,0
42792,40.89,2.538,0,0,0
67368,31.87,4.322,0,0,0
141824,25.78,3.731,177,1,0
21936,48.83,1.671,0,0,0
2388232,1.67,2.719,1,0,0
933408,21.33,4.37,58,1,0
18320,20.08,2.74,1,0,0
25384,19.4,2.981,1,0,0
1269560,22.62,4.226,1,0,0
411472,14.37,2.747,1,0,0
139264,24.12,2.894,1,0,0
39936,29.08,2.804,1,0,0
1032000,26.1,2.834,1,0,0
39432,22.86,2.946,1,0,0
18696,18.82,2.745,1,0,0
84776,14.69,2.642,1,0,0
94208,23.11,3.03,1,0,0
4181856,19.06,5.429,385,2,0
3173888,26.93,3.054,1,0,0
118784,36.22,2.645,157,1,0
22784,14.29,2.668,1,0,0
679936,53.97,2.324,1,0,0
89384,21.86,2.651,1,0,0
1820672,28.7,2.737,1,0,0
17440,18.5,2.886,1,0,0
14848,53.85,2.842,0,0,0
14848,27.2,2.668,1,0,0
102272,21.89,2.86,49,1,0
17720,18.91,2.792,1,0,0
83240,18.43,2.931,1,0,0
46256,21.38,4.094,0,0,0
1751504,20.96,3.064,149,1,0
33280,28.23,2.881,1,0,0
21304,20.06,2.788,1,0,0
92512,27.73,2.886,1,0,0
532480,22.93,3.691,266,2,0
19768,19.65,2.773,1,0,0
75704,21.31,2.82,1,0,0
63800,17.37,2.939,1,0,0
104232,21.56,5.881,0,0,0
8192,40.67,3.233,0,0,0
15432,18.32,2.739,1,0,0
5632,52.41,3.018,0,0,0
66560,23.64,5.05,0,0,0
686512,23.23,3.054,1,0,0
112912,28.05,3.887,0,0,0
1409360,27.73,2.894,1,0,0
21392,21.36,2.928,1,0,0
25992,18.47,2.917,1,0,0
2061024,17.65,5.633,0,0,0
718392,20.95,4.252,122,4,0
18432,37.62,2.831,1,0,0
576144,19.75,4.209,1,0,0
33616,19.07,2.775,1,0,0
333608,21.49,3.881,0,0,0
4608,54.82,2.639,1,0,0
5120,53.12,2.582,1,0,0
53608,23.15,3.423,1,0,0
475432,19.14,2.658,1,0,0
1897776,29.81,4.383,277,2,0
1471336,1.89,6.002,103,0,0
62816,9.56,2.786,1,0,0
15160,19.91,2.56,1,0,0
2609840,25.81,3.038,1,0,0
30752,17.09,2.832,1,0,0
743936,16.58,4.529,99,1,0
417792,26.04,2.881,1,0,0
15656,19.16,2.814,1,0,0
999736,21.42,2.914,1,0,0
15712,20.71,2.655,1,0,0
29112,21.55,2.811,1,0,0
417792,26.06,2.85,1,0,0
65400,25.48,4.265,234,1,0
15144,17.51,2.838,1,0,0
249144,27.85,2.685,1,0,0
99080,27.44,3.376,0,0,0
121456,24.82,2.963,1,0,0
159744,37.99,2.339,1,0,0
705424,26.0,2.958,1,0,0
2462048,22.43,3.007,1,0,0
15160,17.7,2.883,0,0,0
18216,22.43,2.564,1,0,0
542448,25.54,2.891,1,0,0
166712,21.63,2.866,1,0,0
83448,39.49,2.613,70,0,0
5120,56.02,2.462,1,0,0
29408,12.21,2.76,1,0,0
55080,38.99,2.713,0,0,0
34048,14.36,2.833,1,0,0
581560,17.4,5.427,625,1,0
29448,12.68,2.666,1,0,0
70256,27.74,4.32,0,0,0
466728,19.45,2.673,1,0,0
128472,38.29,2.733,100,0,0
8192,51.6,2.933,0,0,0
513496,19.23,5.295,101,1,0
16208,19.49,2.693,1,0,0
62205,25.54,3.434,70,0,0
22528,30.89,2.877,1,0,0
28936,15.8,3.903,0,0,0
5120,59.0,2.364,1,0,0
63272,17.83,3.156,1,0,0
106496,33.61,2.418,114,1,0
37472,25.58,2.902,0,0,0
198024,25.18,2.981,1,0,0
173496,15.82,4.338,149,1,0
14688,17.84,2.73,1,0,0
15672,17.45,2.889,1,0,0
39064,14.59,3.2,0,0,0
1343488,15.92,3.688,366,1,0
20264,17.99,2.83,1,0,0
20264,22.06,2.322,1,0,0
11808,9.32,4.178,0,0,0
271126,20.3,3.894,311,0,0
20320,18.67,2.755,1,0,0
23040,24.89,2.745,1,0,0
19136,12.99,3.507,0,0,0
161344,49.7,3.542,95,1,0
6144,46.18,2.745,1,0,0
166384,29.7,2.66,89,1,0
17192,20.39,2.731,1,0,0
22716072,4.88,4.158,186,2,0
18024,23.14,2.72,1,0,0
361312,22.25,4.194,1,0,0
35840,25.9,2.896,1,0,0
59608,23.03,3.281,68,0,0
98304,47.55,2.187,70,0,0
97208,45.59,2.76,0,0,0
224696,18.9,5.046,607,1,0
286856,18.44,2.707,1,0,0
4608,58.29,2.548,1,0,0
35876,32.43,3.135,60,0,0
243496,18.03,5.689,0,0,0
25712,22.3,2.815,1,0,0
794152,10.65,4.807,196,1,0
20264,22.74,2.286,1,0,0
2469744,4.97,4.521,0,0,0
19488,19.7,2.905,1,0,0
93184,25.45,2.869,1,0,0
6144,50.31,2.544,1,0,0
14648,17.7,2.883,1,0,0
332800,17.3,5.138,77,1,0
57656,22.24,2.921,1,0,0
17280,19.17,2.714,1,0,0
16224,17.97,2.782,1,0,0
232144,21.6,2.989,1,0,0
16184,18.75,2.902,1,0,0
26344,10.6,2.812,1,0,0
880032,8.39,5.454,115,1,0
52536,20.63,3.088,1,0,0
61440,62.28,1.618,51,0,0
17725,41.79,2.724,41,0,0
282040,15.8,5.097,489,1,0
2861320,16.13,5.705,0,0,0
113664,25.54,2.763,1,0,0
746496,22.79,2.848,1,0,0
277752,19.88,4.177,121,1,0
29696,34.52,2.631,1,0,0
31880,18.21,2.778,25,1,0
26408,20.6,2.818,1,0,0
16736,18.25,2.774,1,0,0
17248,17.21,2.879,1,0,0
3072,60.22,2.846,0,0,0
116520,28.38,3.534,0,0,0
19296,20.47,2.778,1,0,0
86016,45.94,1.976,170,1,0
81248,9.34,2.858,1,0,0
15104664,11.79,3.134,1,0,0
22264,14.25,2.835,1,0,0
43704,16.2,3.091,1,0,0
36864,50.23,2.297,1,0,0
50944,52.48,1.572,42,1,0
15926184,17.07,3.891,327,2,0
33728,16.77,3.999,26,0,0
45056,31.81,2.848,0,0,0
5632,54.33,2.91,0,0,0
130584,14.32,3.691,45,0,0
20280,18.66,2.822,1,0,0
20816,20.47,2.849,1,0,0
139264,28.46,2.637,176,2,0
62704,18.57,3.061,1,0,0
15872,32.65,2.962,1,0,0
14848,48.01,2.339,27,1,0
19752,19.87,2.817,1,0,0
198504,23.36,2.95,1,0,0
14848,44.3,2.286,27,1,0
980920,15.13,5.388,769,1,0
35504,21.57,3.478,0,0,0
4043584,13.97,3.973,155,2,0
107520,24.47,3.114,1,0,0
467728,19.65,4.856,0,0,0
32768,32.61,2.96,1,0,0
14336,35.55,2.747,1,0,0
20816,18.96,2.749,1,0,0
27168,34.15,2.884,0,0,0
98440,21.2,3.012,1,0,0
20776,19.02,2.748,1,0,0
138240,48.27,2.918,0,0,0
1188664,27.26,2.989,1,0,0
631304,16.3,3.205,156,2,0
4608,58.75,2.523,1,0,0
15144,17.19,2.87,1,0,0
57344,48.06,2.365,104,2,0
75304,27.49,4.362,112,0,0
31160,24.67,3.35,85,1,0
41256,21.3,2.683,1,0,0
624712,18.94,5.284,206,2,0
55272,50.25,1.675,59,1,0
192000,28.3,2.732,1,0,0
539048,21.22,2.8,202,1,0
709984,26.25,2.946,1,0,0
262144,32.09,2.653,161,0,0
4608,59.98,2.455,1,0,0
114688,45.77,2.661,65,0,0
46672,61.1,1.666,41,0,0
182136,21.91,4.929,618,1,0
124712,26.95,3.843,0,0,0
15144,17.15,2.887,1,0,0
114688,32.87,2.431,100,1,0
15656,19.39,2.712,1,0,0
6199560,18.63,3.569,369,1,0
225576,19.58,2.833,1,0,0
3072,55.92,3.002,0,0,0
31032,19.03,2.751,1,0,0
16648,17.82,2.793,1,0,0
241664,24.37,3.046,162,1,0
71440,21.19,2.999,1,0,0
184920,25.67,4.422,84,0,0
51536,18.0,2.775,1,0,0
23352,18.56,2.769,1,0,0
5632,53.84,2.475,1,0,0
194784,23.03,2.976,1,0,0
409600,14.76,5.013,183,1,0
3737528,13.92,5.578,1525,1,0
49048,25.5,4.328,0,0,0
202552,21.85,4.668,0,0,0
2700600,17.5,4.162,127,2,0
22952,48.83,1.25,0,0,0
22528,30.75,2.993,1,0,0
8192,43.98,2.626,1,0,0
87552,51.16,2.757,0,0,0
4096,55.66,2.436,1,0,0
59816,33.6,2.695,0,0,0
70848,12.77,4.178,0,0,0
30712,12.05,3.022,1,0,0
22976,20.76,2.759,1,0,0
21304,19.14,2.998,1,0,0
24576,86.8,1.118,0,0,0
49400,24.18,2.719,1,0,0
26368,11.18,2.745,1,0,0
19808,17.28,2.942,1,0,0
17168,18.84,2.736,1,0,0
75176,24.41,2.923,1,0,0
229376,28.32,2.885,226,1,0
1356216,13.8,5.466,801,1,0
16176,18.01,2.809,1,0,0
24488,21.14,3.136,1,0,0
6144,47.72,2.719,1,0,0
39208,27.17,2.795,1,0,0
79360,31.21,4.357,27,0,0
369528,20.49,3.01,1,0,0
31232,27.74,2.714,1,0,0
6144,42.09,4.037,0,0,0
110344,28.16,2.684,1,0,0
41808,22.93,2.738,1,0,0
29184,43.72,3.324,0,0,0
56320,25.42,2.805,1,0,0
14336,27.9,2.61,1,0,0
30456,11.85,2.784,1,0,0
227112,20.98,5.769,0,0,0
78336,21.88,2.915,1,0,0
41768,26.3,2.59,1,0,0
75936,19.47,4.633,0,0,0
6144,47.69,3.11,0,0,0
88576,25.66,2.803,1,0,0
19256,19.68,2.763,1,0,0
11776,28.97,2.518,1,0,0
147456,26.88,2.846,125,1,0
35768,21.79,3.707,85,1,0
18696,16.87,2.972,1,0,0
5864200,11.06,5.508,318,2,0
1545840,13.83,3.177,175,1,0
162232,18.06,5.016,278,1,0
17408,53.79,2.887,0,0,0
354128,16.68,2.904,1,0,0
9132104,12.5,4.887,400,2,0
3738552,16.36,5.477,355,1,0
71704,48.21,1.592,51,1,0
157480,22.8,5.341,0,0,0
15904,14.87,5.072,0,0,0
20368,17.01,4.267,0,0,0
20832,18.47,2.907,1,0,0
33792,52.59,2.739,0,0,0
338320,12.39,2.768,0,0,0
83392,21.54,5.187,103,0,0
1235384,16.59,5.476,1070,1,0
1068936,27.02,2.939,1,0,0
104048,23.54,2.985,1,0,0
538464,16.67,5.004,263,2,0
269664,21.04,3.425,1,0,0
68096,24.79,2.876,1,0,0
6624528,14.51,4.926,100,1,0
3229496,22.99,4.25,1,0,0
24360,17.51,2.832,1,0,0
1428480,27.59,2.802,1,0,0
38200,27.07,2.638,1,0,0
557416,13.0,4.927,198,1,0
27896,11.44,2.832,1,0,0
195368,22.69,2.683,1,0,0
18080,19.14,2.676,1,0,0
28512,18.05,2.8,1,0,0
81952,24.38,2.928,1,0,0
14336,27.83,2.622,1,0,0
16184,18.94,2.736,1,0,0
25984,22.68,3.054,1,0,0
2700640,17.5,4.162,127,2,0
5110880,13.55,4.013,283,0,0
4608,58.75,2.501,1,0,0
17760,18.74,2.689,1,0,0
123104,16.77,2.4,1,0,0
69560,24.36,2.977,1,0,0
38696,42.24,2.829,0,0,0
22896,45.68,1.87,0,0,0
1098240,21.08,5.407,175,1,0
598016,28.42,2.894,1,0,0
54784,53.75,3.029,0,0,0
40696,13.39,2.749,1,0,0
458568,18.97,3.675,92,1,0
19296,24.87,2.668,0,0,0
257320,17.02,2.704,1,0,0
4608,57.73,2.566,1,0,0
168112,21.46,3.097,1,0,0
17760,17.18,2.977,1,0,0
15656,18.04,2.809,1,0,0
538136,21.67,4.364,188,2,0
7168,48.79,2.219,1,0,0
1735096,12.99,5.556,635,1,0
237568,25.03,2.495,298,1,0
17208,19.69,2.768,1,0,0
79656,29.61,4.697,0,0,0
13312,52.69,2.274,27,1,0
133416,25.18,2.982,1,0,0
61280,5.31,3.678,1,0,0
26960,23.61,2.628,1,0,0
363448,15.14,5.289,461,1,0
314880,24.1,3.107,1,0,0
26552,19.8,2.962,1,0,0
197048,18.3,4.743,243,1,0
98304,26.85,3.475,1,0,0
3478344,16.69,3.944,148,1,0
21344,19.73,2.723,1,0,0
8704,40.31,2.86,1,0,0
458568,18.97,3.675,92,1,0
24912,11.44,2.784,1,0,0
53544,22.87,3.057,1,0,0
469264,12.4,4.213,116,0,0
411432,22.21,2.988,1,0,0
667720,27.09,4.709,243,1,0
82256,19.66,2.707,1,0,0
308736,12.18,4.305,91,1,0
1423184,17.06,5.691,0,0,0
6144,50.76,2.52,1,0,0
159296,23.99,3.434,86,1,0
186120,19.56,3.196,1,0,0
366040,22.21,3.131,1,0,0
4608,48.7,2.835,1,0,0
15656,19.14,2.814,1,0,0
93184,23.65,3.119,1,0,0
5815280,18.07,4.714,201,1,0
138144,22.18,3.075,1,0,0
35328,28.84,2.796,1,0,0
19360,19.7,2.853,1,0,0
16776,18.9,2.784,1,0,0
199080,24.34,4.167,0,0,0
81920,60.84,2.141,41,0,0
872168,14.42,5.423,199,2,0
32384,10.68,2.649,1,0,0
21224,13.85,2.86,1,0,0
881904,16.2,4.604,172,1,0
6144,46.29,2.675,1,0,0
25384,21.27,2.776,1,0,0
28144,12.15,2.783,1,0,0
21256,11.1,4.268,0,0,0
25720,12.72,3.711,1,0,0
142264,17.65,4.88,195,1,0
22408,14.49,2.73,1,0,0
130496,23.27,2.972,1,0,0
492384,25.47,2.918,1,0,0
145336,14.81,4.477,83,1,0
21184,12.89,3.984,0,0,0
4608,53.73,2.736,1,0,0
298016,22.62,3.129,1,0,0
67000,18.33,4.475,60,1,0
90040,16.76,4.581,252,1,0
14336,35.1,2.769,1,0,0
419192,22.02,2.996,1,0,0
32992,13.02,2.749,1,0,0
27120,12.28,2.649,1,0,0
75704,21.31,2.82,1,0,0
145232,25.43,4.153,0,0,0
30208,22.11,3.001,0,0,0
32768,33.33,2.77,1,0,0
196392,22.45,2.712,1,0,0
848632,14.73,5.51,0,0,0
384512,53.13,3.133,0,0,0
4608,58.57,2.531,1,0,0
252696,22.98,3.188,1,0,0
127712,23.97,2.822,1,0,0
66208,20.56,4.753,0,0,0
26112,29.85,2.811,1,0,0
59216,27.33,2.729,1,0,0
15144,19.05,2.722,1,0,0
22840,21.59,2.758,1,0,0
4608,58.2,2.547,1,0,0
22840,19.62,2.997,1,0,0
25424,12.39,2.692,1,0,0
11264,46.27,2.424,1,0,0
594784,34.84,3.894,179,2,0
20944,49.96,1.903,0,0,0
14352,17.56,2.864,1,0,0
40240,27.44,2.773,1,0,0
4983552,23.92,3.011,1,0,0
6144,55.35,2.898,0,0,0
22824,23.63,2.257,1,0,0
29992,24.08,2.64,1,0,0
25608,11.57,2.57,1,0,0
157480,25.43,4.09,0,0,0
232376,16.59,5.175,367,1,0
89384,16.96,2.878,1,0,0
79584,14.11,2.835,1,0,0
45056,60.98,1.71,84,0,0
138752,23.61,2.902,1,0,0
2257672,19.28,5.686,0,0,0
5120,56.31,2.902,0,0,0
26336,10.54,2.831,1,0,0
77824,46.06,1.962,113,2,0
200704,24.07,2.851,212,1,0
79200,12.12,3.012,1,0,0
32136,12.51,2.857,1,0,0
155648,24.22,2.877,1,0,0
4096,54.49,2.697,1,0,0
4096,55.91,2.897,0,0,0
541024,13.02,5.186,110,2,0
49200,14.51,3.077,56,1,0
782336,30.19,2.684,1,0,0
17208,17.76,2.785,1,0,0
77312,50.62,2.805,0,0,0
4555080,16.69,3.93,133,2,0
724992,17.44,3.403,263,1,0
59024,18.45,2.804,1,0,0
28896,11.27,2.825,1,0,0
21896,16.35,2.914,1,0,0
2488632,22.18,2.967,1,0,0
56672,25.98,3.327,1,0,0
1535928,1.02,4.651,52,1,0
15144,17.86,2.849,1,0,0
90112,39.59,2.309,97,1,0
1901456,27.74,3.016,1,0,0
166328,27.93,3.181,137,0,0
18216,23.2,2.609,1,0,0
76632,23.6,3.519,129,0,0
14336,41.48,3.232,0,0,0
89528,20.96,4.413,0,0,0
94208,36.53,2.46,92,1,0
37128,25.21,2.75,1,0,0
16224,18.66,2.831,1,0,0
84264,17.46,3.762,30,0,0
92472,23.5,3.014,1,0,0
22824,18.28,2.796,1,0,0
94208,26.27,2.857,1,0,0
45056,61.96,1.567,36,1,0
294360,19.35,5.293,176,1,0
187376,20.71,4.607,195,1,0
322224,16.38,5.371,0,0,0
47912,20.74,3.133,1,0,0
161328,22.45,2.909,1,0,0
91872,13.95,2.782,1,0,0
2855504,21.28,5.13,123,0,0
17920,46.45,3.16,61,1,0
555520,48.29,3.159,0,0,0
445240,18.01,3.059,1,0,0
13688,18.7,2.892,1,0,0
18624,11.23,3.953,0,0,0
792376,17.81,5.368,0,0,0
35680,20.36,2.859,1,0,0
6834088,25.01,5.047,313,2,0
153384,23.28,4.43,0,0,0
38696,22.91,2.907,1,0,0
32768,25.93,2.743,1,0,0
37688,26.72,2.687,1,0,0
20672,12.67,4.002,0,0,0
128824,16.07,2.992,1,0,0
30048,19.44,2.899,1,0,0
16208,20.21,2.6,1,0,0
29928,11.88,2.788,1,0,0
18216,22.76,2.629,1,0,0
27824,21.29,2.824,1,0,0
96368,21.32,3.77,54,1,0
27360,11.84,2.822,1,0,0
15712,19.43,2.645,1,0,0
18256,21.35,2.598,1,0,0
1549712,20.92,3.466,175,1,0
1193768,18.28,5.125,0,0,0
1556408,13.75,4.731,157,2,0
39424,37.89,2.502,1,0,0
79160,50.17,2.016,45,0,0
296048,23.42,3.075,1,0,0
18552,19.43,2.682,1,0,0
16184,17.99,2.785,1,0,0
60712,19.94,2.924,1,0,0
26408,24.03,2.68,1,0,0
56560,17.7,3.035,1,0,0
1824368,18.28,4.732,75,1,0
4608,51.78,3.022,0,0,0
520248,10.48,4.163,29,1,0
44328,26.09,2.573,1,0,0
125736,17.63,2.416,1,0,0
75160,22.32,3.308,1,0,0
136688,38.01,3.458,149,0,0
24632,26.21,3.256,53,1,0
6389760,15.86,4.382,581,2,0
302984,17.93,3.049,1,0,0
2757072,15.31,4.265,494,2,0
4608,57.34,2.593,1,0,0
275320,20.17,3.161,1,0,0
39456,22.23,2.945,1,0,0
43760,16.73,2.676,1,0,0
1327104,19.54,3.905,133,2,0
272168,21.12,4.552,0,0,0
29168,12.96,2.815,1,0,0
5120,56.19,2.496,1,0,0
40432,14.57,2.783,1,0,0
5120,58.46,2.361,1,0,0
20776,23.0,2.619,1,0,0
45432,25.25,2.619,1,0,0
17920,53.0,2.893,0,0,0
11776,48.62,2.354,1,0,0
15656,18.06,2.797,1,0,0
380968,13.38,5.003,115,1,0
103664,18.28,3.115,1,0,0
29608,16.76,2.646,1,0,0
25000,15.4,2.641,1,0,0
18728,22.18,2.63,1,0,0
599904,35.14,3.889,178,2,0
1341552,17.96,4.319,197,2,0
34944,19.57,3.699,0,0,0
20528,14.59,2.543,1,0,0
18784,19.95,2.802,1,0,0
1608024,22.04,5.021,153,1,0
31744,53.38,2.706,0,0,0
15200,16.31,2.864,1,0,0
18744,20.09,2.816,1,0,0
614936,17.25,5.699,187,1,0
6464480,15.85,5.49,478,1,0
30048,19.58,2.878,1,0,0
32888,13.54,2.922,1,0,0
107520,22.25,4.879,71,1,0
18432,49.46,2.977,0,0,0
122408,15.35,6.385,0,0,0
86016,63.95,1.642,15,0,0
10752,52.93,2.999,0,0,0
1248680,16.49,4.704,148,3,0
171000,18.49,2.725,1,0,0
204320,21.85,3.081,1,0,0
4096,53.32,2.772,1,0,0
69776,28.69,4.062,203,1,0
155544,23.84,4.134,149,1,0
15712,19.25,2.718,1,0,0
29168,12.45,2.966,1,0,0
19808,20.79,2.924,1,0,0
6144,55.13,2.879,0,0,0
166792,14.24,2.969,1,0,0
5120,56.72,2.46,1,0,0
37616,14.08,3.057,1,0,0
39424,28.02,2.835,1,0,0
18624,12.71,3.226,0,0,0
7680,45.38,2.621,1,0,0
31968,14.62,2.747,1,0,0
2341920,17.0,4.068,128,2,0
20832,19.33,2.917,1,0,0
15712,17.31,2.859,1,0,0
174232,36.7,3.329,16,0,0
332112,32.27,3.34,220,0,0
457056,24.91,2.937,1,0,0
229376,26.36,2.589,196,1,0
23944,20.2,2.731,1,0,0
13299048,20.77,4.762,1415,1,0
4608,58.38,2.53,1,0,0
2614200,22.39,5.479,82,1,0
3013192,6.42,5.113,0,0,0
153016,22.46,3.08,1,0,0
20480,87.58,1.316,0,0,0
65536,60.94,1.94,19,0,0
112424,26.49,4.052,0,0,0
47232,21.6,2.591,1,0,0
346408,26.11,2.356,1,0,0
45352,25.64,2.535,1,0,0
295224,23.61,3.089,1,0,0
514896,24.67,3.073,1,0,0
225280,27.29,3.347,226,1,0
75248,40.94,2.017,69,1,0
14200,21.11,2.634,1,0,0
26168,38.57,2.869,0,0,0
3707192,24.98,3.336,89,1,0
33520,14.7,2.875,1,0,0
19256,17.19,2.994,1,0,0
73728,42.08,2.214,58,0,0
15992,19.29,2.636,1,0,0
203776,27.41,2.813,1,0,0
96592,18.39,4.563,80,1,0
48952,20.75,3.019,1,0,0
16696,18.96,2.937,1,0,0
1026088,27.12,2.937,1,0,0
18272,18.36,2.913,1,0,0
15200,18.58,2.601,1,0,0
1086200,18.58,5.122,0,0,0
15656,19.23,2.719,1,0,0
303416,18.38,5.139,269,4,0
25408,18.93,3.474,1,0,0
143312,25.02,4.368,119,0,0
5120,58.79,2.381,1,0,0
16736,17.45,2.993,1,0,0
7889408,20.74,5.399,127,0,0
70496,21.73,2.975,1,0,0
22135736,18.13,5.664,846,2,0
105544,30.54,4.321,36,1,0
347576,16.41,5.348,354,1,0
369936,21.85,2.631,1,0,0
43272,42.24,2.471,0,0,0
14848,54.05,2.862,0,0,0
673576,16.32,5.872,0,0,0
278016,52.43,3.103,0,0,0
24604600,11.38,5.558,187,2,0
83872,29.69,2.197,1,0,0
12800,36.6,2.739,1,0,0
15160,17.17,2.887,1,0,0
34320,12.64,3.345,1,0,0
1527808,24.82,2.436,1,0,0
3584,52.59,2.874,1,0,0
16184,17.39,2.781,1,0,0
497152,32.23,2.721,1,0,0
20944,50.26,1.835,0,0,0
15432,17.32,2.97,1,0,0
315392,24.84,3.326,232,1,0
68168,22.82,2.867,1,0,0
25257360,0.56,2.543,24,1,0
54008,36.31,2.454,0,0,0
131512,25.84,2.785,1,0,0
176920,25.77,4.783,390,1,0
31744,51.52,2.74,0,0,0
12288,27.56,2.601,1,0,0
640280,24.99,4.018,158,1,0
19752,20.1,2.628,1,0,0
42832,20.65,2.86,1,0,0
951392,9.34,4.207,455,1,0
592400,16.89,3.192,114,2,0
23392,19.32,4.208,52,0,0
32840,32.22,1.838,0,0,0
24376,17.75,2.754,1,0,0
15672,17.21,3.007,1,0,0
41496,39.06,3.381,0,0,0
12288,93.32,0.84,0,0,0
50984,35.8,2.901,0,0,0
63288,21.73,2.958,1,0,0
1145856,15.98,5.499,1049,1,0
365352,22.11,2.725,1,0,0
119296,29.21,2.711,1,0,0
21224,14.52,2.748,1,0,0
42832,27.41,2.747,1,0,0
76640,24.47,2.635,1,0,0
20952,54.55,1.049,0,0,0
266240,28.12,2.831,169,1,0
15672,18.42,2.803,1,0,0
36928,32.66,2.297,0,0,0
28232,23.72,2.515,1,0,0
3072,54.0,2.975,0,0,0
68808,18.83,3.19,1,0,0
258784,19.49,4.531,0,0,0
222520,43.93,3.848,62,0,0
1312584,6.66,3.579,87,1,0
8704,40.31,2.86,1,0,0
170848,12.41,3.37,1,0,0
56320,25.25,2.987,1,0,0
77824,48.95,1.8,99,1,0
67400,21.89,3.403,1,0,0
50984,41.66,2.453,0,0,0
100352,22.5,2.875,1,0,0
25424,21.13,2.765,1,0,0
9728,40.42,2.609,1,0,0
1028608,12.38,4.604,96,1,0
36872,13.53,2.831,1,0,0
14880,19.73,2.392,1,0,0
45056,58.19,1.756,52,1,0
307536,10.87,4.963,202,1,0
4540360,25.48,4.589,0,0,0
870632,11.74,5.489,211,1,0
1026096,21.55,2.997,1,0,0
20776,18.75,2.697,1,0,0
53128,15.46,2.765,1,0,0
222680,16.31,2.747,0,0,0
22072,23.1,2.608,1,0,0
20544,27.98,2.454,29,0,0
98304,42.36,2.816,77,0,0
21600,19.36,4.209,49,1,0
21288,19.06,2.813,1,0,0
41224,20.92,4.653,0,0,0
21696,15.27,2.656,1,0,0
29744,18.77,2.742,1,0,0
5120,56.76,2.448,1,0,0
30960,11.27,2.974,1,0,0
43344,25.77,2.669,1,0,0
72704,29.26,2.838,1,0,0
27880,10.95,2.892,1,0,0
36992,24.71,2.924,0,0,0
17744,18.87,2.835,1,0,0
59192,15.85,2.872,1,0,0
132448,10.72,3.126,1,0,0
19752,20.1,2.628,1,0,0
131936,8.39,2.953,1,0,0
28192,25.38,2.47,1,0,0
20992,24.0,3.154,0,0,0
26936,21.69,3.054,1,0,0
15672,19.63,2.669,1,0,0
163432,23.17,4.751,264,1,0
42320,25.87,2.569,1,0,0
19240,23.03,2.738,1,0,0
5120,58.3,2.46,1,0,0
1291584,6.65,3.721,87,1,0
7680,51.03,2.953,0,0,0
41768,22.95,2.738,1,0,0
31744,21.24,2.986,0,0,0
24912,12.4,2.634,1,0,0
18944,25.79,2.697,1,0,0
14248,16.29,2.27,1,0,0
15144,18.14,2.781,1,0,0
36504,25.01,2.912,0,0,0
836536,14.8,5.232,573,1,0
21552,13.75,2.817,1,0,0
27560,17.33,2.612,1,0,0
18784,19.61,2.838,1,0,0
32840,32.1,1.867,0,0,0
1234312,20.39,4.16,262,4,0
618496,23.05,3.578,446,2,0
54272,18.24,2.989,1,0,0
4096,53.32,2.772,1,0,0
294536,17.91,2.742,1,0,0
21288,20.31,2.716,1,0,0
57192,14.45,4.169,58,0,0
40248,13.4,2.884,1,0,0
876776,15.13,4.192,137,1,0
17760,19.08,2.639,1,0,0
24872,20.71,2.794,1,0,0
45056,51.94,3.226,0,0,0
18272,19.09,2.621,1,0,0
667840,27.29,3.09,1,0,0
15672,18.03,2.98,1,0,0
579512,12.35,5.392,306,1,0
4322232,15.89,5.522,1393,1,0
35128,18.62,4.297,44,1,0
131232,18.03,4.605,0,0,0
18744,16.17,3.04,1,0,0
535480,16.01,5.373,624,1,0
44840,21.25,2.92,1,0,0
230144,17.56,3.054,1,0,0
29440,13.52,2.767,1,0,0
46504,16.72,3.298,34,1,0
100136,24.43,3.365,0,0,0
5632,57.76,2.364,1,0,0
210216,20.84,2.878,1,0,0
50528,16.32,2.569,1,0,0
2251328,24.18,4.307,79,0,0
71512,21.29,4.467,86,1,0
321360,21.04,5.762,0,0,0
11776,29.1,2.506,1,0,0
67504,18.38,2.922,1,0,0
368640,28.25,3.718,260,1,0
459488,19.42,4.297,0,0,0
5120,55.04,2.529,1,0,0
229640,17.67,4.873,0,0,0
38912,28.13,2.778,1,0,0
271656,20.82,4.333,1,0,0
17568,19.76,2.673,1,0,0
85432,22.41,4.744,81,1,0
149479,20.49,4.003,134,0,0
4274200,17.7,4.043,261,1,0
59816,38.98,2.955,0,0,0
26016,54.53,1.307,0,0,0
35640,23.7,4.223,0,0,0
308624,19.75,4.658,233,1,0
54584,14.08,3.259,1,0,0
12288,93.36,0.832,0,0,0
4096,54.71,2.988,0,0,0
15656,16.24,3.002,1,0,0
25952,29.12,2.735,0,0,0
94136,17.41,4.924,139,1,0
1134656,14.92,4.232,139,2,0
3584,53.88,3.028,0,0,0
542520,22.11,3.624,192,1,0
15144,17.51,2.848,1,0,0
33080,18.24,3.025,1,0,0
88064,18.41,3.522,1,0,0
24448,21.26,2.792,1,0,0
257672,19.25,2.798,1,0,0
225704,15.69,2.883,1,0,0
479232,25.44,2.959,259,1,0
12288,45.11,2.458,1,0,0
